,District,Rooms,Price
2828,Buca,1+1,19.000 TL
2829,Konak / Küçükyalı,2+1,19.000 TL
2830,Buca,1+1,19.750 TL
2831,Bornova / Atatürk,2+1,19.000 TL
2832,Buca,2+1,19.000 TL
2833,Çiğli / Balatçık,1+1,19.500 TL
2834,Çiğli / Balatçık,1+1,19.000 TL
2835,Menemen,1+1,19.000 TL
2836,Buca / Kaynaklar,3+1,19.000 TL
2837,Buca,1+1,19.000 TL
2838,Karaburun / Mordoğan,1+1,19.000 TL
2839,Buca,1+1,19.500 TL
2840,Buca / İşçievleri,1+1,19.000 TL
2841,Buca,1+1,19.000 TL
2842,Kemalpaşa / Köyler,2+1,19.500 TL
2843,Karabağlar,2+1,19.000 TL
2844,Bayraklı,2+1,19.000 TL
2845,Menemen,2+1,19.750 TL
2846,Buca,2+1,19.000 TL
2847,Menemen / Seyrek,1+1,19.000 TL
2848,Torbalı,1+1,19.000 TL
2849,Torbalı,3+1,19.000 TL
2850,Buca,1+1,19.000 TL
2851,Buca,1+1,19.000 TL
2852,Çiğli / Büyükçiğli,2+1,19.000 TL
2853,Buca,1+1,19.000 TL
2854,Menemen / Seyrek,2+1,19.000 TL
2855,Buca,1+1,19.000 TL
2856,Buca,3+1,19.000 TL
2857,Karşıyaka / Cumhuriyet,1+1,19.000 TL
2858,Karabağlar / Yeşilyurt,2+1,19.500 TL
2859,Torbalı,3+1,19.000 TL
2860,Bornova / Naldöken,2.5+1,19.000 TL
2861,Buca,1+1,19.000 TL
2862,Bornova / Atatürk,1+1,19.000 TL
2863,Menemen,1+1,19.000 TL
2864,Buca,1+1,19.500 TL
2865,Gaziemir / Sarnıç,2+1,19.500 TL
2866,Menemen,2+1,19.500 TL
2867,Konak / Eşrefpaşa,2+1,19.500 TL
2868,Buca / Şirinyer,2+1,19.000 TL
2869,Buca / Şirinyer,2+1,19.000 TL
2870,Buca,1+1,19.000 TL
2871,Karabağlar / Yeşilyurt,2+1,19.000 TL
2872,Çiğli / Balatçık,1+1,19.500 TL
2873,Tire,2+1,19.000 TL
2874,Buca,1+1,19.999 TL
2875,Buca,1+1,19.000 TL
2876,Bayraklı / Soğukkuyu,1+1,19.000 TL
2877,Buca,1+1,19.000 TL
2878,Tire,3+1,19.500 TL
2879,Tire,3+1,19.000 TL
2880,Bornova / Atatürk,1+1,19.000 TL
2881,Karşıyaka / Cumhuriyet,3+1,19.000 TL
2882,Bergama,3+1,19.500 TL
2883,Karabağlar / Yeşilyurt,3+1,19.000 TL
2884,Çiğli / Balatçık,1+1,19.500 TL
2885,Buca,1+1,19.000 TL
2886,Bergama,2+1,19.000 TL
2887,Konak / Alsancak,2+2,19.000 TL
2888,Torbalı,1+1,19.750 TL
2889,Karabağlar,3+1,19.500 TL
2890,Buca,1+1,19.000 TL
2891,Torbalı / Ayrancılar,2+1,19.500 TL
2892,Konak / Gürçeşme,2+1,19.500 TL
2893,Karabağlar / Yeşilyurt,3+1,19.000 TL
2894,Buca,2+1,19.000 TL
2895,Konak / Kahramanlar,2+1,19.500 TL
2896,Karşıyaka / Alaybey,1+1,19.999 TL
2897,Buca,1+1,19.000 TL
2898,Buca,2+1,19.000 TL
2899,Menemen / Seyrek,1+1,19.000 TL
2900,Buca / Şirinyer,3+1,19.000 TL
2901,Buca / İşçievleri,2+1,19.500 TL
2902,Çiğli / Balatçık,1+1,19.000 TL
2903,Çiğli / Balatçık,2+1,19.000 TL
2904,Buca / Şirinyer,2+1,19.500 TL
2905,Karabağlar / Günaltay,3+1,19.000 TL
2906,Karabağlar,2+1,19.500 TL
2907,Bayraklı / Gümüşpala,2+1,19.500 TL
2908,Bayraklı,2+1,19.000 TL
2909,Buca,1+1,19.000 TL
2910,Buca / Şirinyer,2+1,19.000 TL
2911,Çiğli / Balatçık,Stüdyo (1+0),19.500 TL
2912,Buca,2+1,19.000 TL
2913,Çiğli / Balatçık,1+1,19.500 TL
2914,Buca,1+1,19.000 TL
2915,Karabağlar / Yeşilyurt,3+1,19.000 TL
2916,Buca,2+1,19.000 TL
2917,Aliağa,1+1,19.000 TL
2918,Karaburun / Mordoğan,Stüdyo (1+0),19.000 TL
2919,Buca,2+0,19.500 TL
2920,Bornova / Altındağ,3+1,19.000 TL
2921,Torbalı / Ayrancılar,2+1,19.000 TL
2922,Buca,1+1,19.000 TL
2923,Seferihisar,1+1,19.000 TL
2924,Torbalı,2+1,19.000 TL
2925,Bergama,2+1,19.500 TL
2926,Karabağlar,3+1,19.000 TL
2927,Menemen / Seyrek,Stüdyo (1+0),19.000 TL
2928,Kemalpaşa,3+1,19.000 TL
2929,Kemalpaşa,2+1,19.000 TL
2930,Torbalı,2+1,19.000 TL
2931,Bergama,1+1,19.000 TL
2932,Bergama,2+1,19.000 TL
2933,Torbalı / Ayrancılar,2+1,19.000 TL
2934,Aliağa,3+1,19.000 TL
2935,Bornova,1+1,19.900 TL
2936,Bergama,2+1,19.000 TL
2937,Bergama,3+1,19.000 TL
2938,Buca,1.5+1,19.500 TL
2939,Konak / Küçükyalı,2+1,19.000 TL
2940,Tire,2+1,19.000 TL
2941,Buca,1+1,19.000 TL
2942,Bornova / Atatürk,2+1,19.000 TL
2943,Menemen / Seyrek,1+1,19.750 TL
2944,Buca,1+1,19.500 TL
2945,Bornova / Atatürk,2+1,19.000 TL
2946,Seferihisar,1+1,19.500 TL
2947,Karabağlar / Yeşilyurt,3+1,19.000 TL
2948,Çiğli / Büyükçiğli,2+1,19.000 TL
2949,Menemen / Seyrek,1+1,19.000 TL
2950,Buca,1+1,19.000 TL
2951,Menemen / Asarlık,3+1,19.000 TL
2952,Menemen / Seyrek,1+1,19.000 TL
2953,Bergama,3+1,19.000 TL
2954,Bornova / Atatürk,2+1,19.500 TL
2955,Menemen / Türkelli,2+1,19.000 TL
2956,Bornova / Naldöken,2+1,19.000 TL
2957,Torbalı / Ayrancılar,1+1,19.500 TL
2958,Torbalı,2+1,19.000 TL
2959,Menemen,3+1,19.500 TL
2960,Buca,1+1,19.500 TL
2961,Bayraklı,2+1,19.000 TL
2962,Buca,2+1,19.000 TL
2963,Torbalı,2+1,19.750 TL
2964,Menemen / Seyrek,2+1,19.000 TL
2965,Buca,1+1,19.000 TL
2966,Bayraklı / Alpaslan,2+1,19.000 TL
2967,Bayraklı / Alpaslan,3+1,19.750 TL
2968,Bergama,2+1,19.000 TL
2969,Buca,Stüdyo (1+0),19.000 TL
2970,Torbalı,1+1,19.000 TL
2971,Menemen,3+1,19.000 TL
2972,Torbalı / Ayrancılar,2+1,19.500 TL
2973,Bergama,2+1,19.000 TL
2974,Buca,2+0,19.500 TL
2975,Torbalı,2+1,19.000 TL
2976,Torbalı / Ayrancılar,2+1,19.500 TL
2977,Buca,1+1,19.000 TL
2978,Bornova / Naldöken,1+1,19.000 TL
2979,Buca,3+1,19.000 TL
2980,Buca,2+1,19.000 TL
2981,Bornova / Atatürk,3+1,19.000 TL
2982,Buca,1+1,19.500 TL
2983,Bornova / Naldöken,1+1,20.000 TL
2984,Aliağa,2+1,20.000 TL
2985,Buca / Şirinyer,1+1,20.000 TL
2986,Aliağa,1+1,20.000 TL
2987,Buca,1+1,20.000 TL
2988,Bergama,2+1,20.000 TL
2989,Buca / Şirinyer,1+1,20.000 TL
2990,Buca,1+1,20.000 TL
2991,Seferihisar,2+1,20.000 TL
2992,Buca / Şirinyer,3+1,20.000 TL
2993,Çiğli / Balatçık,1+1,20.000 TL
2994,Karabağlar / Günaltay,3+1,20.000 TL
2995,Karabağlar,1+1,20.000 TL
2996,Menemen / Ulukent,1+1,20.000 TL
2997,Çiğli / Egekent,1+1,20.000 TL
2998,Gaziemir / Sarnıç,2+1,20.000 TL
2999,Kemalpaşa,3+1,20.000 TL
3000,Karabağlar / Yeşilyurt,2+1,20.000 TL
3001,Aliağa,2+1,20.000 TL
3002,Buca,1+1,20.000 TL
3003,Çiğli / Egekent,3+1,20.000 TL
3004,Konak / Gültepe,3+1,20.000 TL
3005,Buca,1+1,20.000 TL
3006,Menemen,2+1,20.000 TL
3007,Foça / Gerenköy,2+1,20.000 TL
3008,Urla,1+1,20.000 TL
3009,Çiğli / Egekent,3+1,20.000 TL
3010,Çiğli / Büyükçiğli,3+1,20.000 TL
3011,Balçova,Stüdyo (1+0),20.000 TL
3012,Bornova / Naldöken,2+1,20.000 TL
3013,Buca,1+1,20.000 TL
3014,Buca,2+1,20.011 TL
3015,Menemen / Seyrek,2+1,20.000 TL
3016,Buca / Şirinyer,2+1,20.000 TL
3017,Buca / Şirinyer,3+1,20.000 TL
3018,Karabağlar,2+1,20.000 TL
3019,Bergama,3+1,20.000 TL
3020,Dikili / Çandarlı,3+1,20.000 TL
3021,Menemen / Seyrek,1+1,20.000 TL
3022,Konak,2+1,20.000 TL
3023,Bayraklı / Alpaslan,1+1,20.000 TL
3024,Bornova / Naldöken,3+1,20.000 TL
3025,Çiğli / Merkez,1+1,20.000 TL
3026,Karşıyaka / Alaybey,2+1,20.000 TL
3027,Foça / Köyler,2+1,20.000 TL
3028,Buca,1+1,20.000 TL
3029,Konak / Eşrefpaşa,2+1,20.000 TL
3030,Buca / Şirinyer,2+1,20.000 TL
3031,Menderes,2+1,20.000 TL
3032,Buca,3+1,20.000 TL
3033,Menemen / Seyrek,2+1,20.000 TL
3034,Menemen / Seyrek,1+1,20.000 TL
3035,Bornova / Naldöken,1+1,20.000 TL
3036,Buca,2+1,20.000 TL
3037,Çiğli / Balatçık,1+1,20.000 TL
3038,Buca / Şirinyer,1+1,20.000 TL
3039,Buca,2+1,20.000 TL
3040,Menemen,1+1,20.000 TL
3041,Menemen / Seyrek,Stüdyo (1+0),20.000 TL
3042,Torbalı,3+1,20.000 TL
3043,Bergama / Köyler,2+1,20.000 TL
3044,Torbalı / Ayrancılar,3+1,20.000 TL
3045,Torbalı,1+1,20.000 TL
3046,Balçova,2+1,20.000 TL
3047,Buca,1+1,20.000 TL
3048,Menemen / Seyrek,2+1,20.000 TL
3049,Buca,1+1,20.000 TL
3050,Dikili,2+1,20.000 TL
3051,Menemen / Seyrek,1+1,20.000 TL
3052,Buca,1+1,20.000 TL
3053,Torbalı / Yazıbaşı,1+1,20.000 TL
3054,Buca,2+1,20.000 TL
3055,Konak / Küçükyalı,2+1,20.000 TL
3056,Bornova / Naldöken,2+1,20.000 TL
3057,Torbalı,3+1,20.000 TL
3058,Bergama,3+1,20.000 TL
3059,Bergama,3+1,20.000 TL
3060,Torbalı / Ayrancılar,1+1,20.000 TL
3061,Seferihisar,1+1,20.000 TL
3062,Menemen / Koyundere,2+1,20.000 TL
3063,Selçuk,2+1,20.000 TL
3064,Buca / Şirinyer,2+0,20.000 TL
3065,Karşıyaka / İmbatlı,3+1,20.000 TL
3066,Buca / Şirinyer,1+1,20.000 TL
3067,Buca / Şirinyer,3+1,20.000 TL
3068,Buca,2+0,20.000 TL
3069,Seferihisar,1+1,20.000 TL
3070,Çiğli / Balatçık,2+1,20.000 TL
3071,Konak / Alsancak,2+1,20.000 TL
3072,Bayraklı / Manavkuyu,1+1,20.000 TL
3073,Torbalı,2+1,20.000 TL
3074,Buca,1+1,20.000 TL
3075,Balçova,Stüdyo (1+0),20.000 TL
3076,Dikili / Çandarlı,2+1,20.000 TL
3077,Çiğli / Balatçık,1+1,20.000 TL
3078,Bornova / Naldöken,Stüdyo (1+0),20.000 TL
3079,Buca,2+1,20.000 TL
3080,Bornova / Kazımdirik,Stüdyo (1+0),20.000 TL
3081,Menemen / Seyrek,1+1,20.000 TL
3082,Buca,1+1,20.000 TL
3083,Buca,1+1,20.000 TL
3084,Çiğli / Egekent,2+1,20.000 TL
3085,Bornova / Atatürk,2+1,20.000 TL
3086,Menemen,2+1,20.000 TL
3087,Bornova / Atatürk,1+1,20.000 TL
3088,Seferihisar,1+1,20.000 TL
3089,Buca / İşçievleri,1+1,20.000 TL
3090,Menemen / Seyrek,2+1,20.000 TL
3091,Karabağlar / Yeşilyurt,2+1,20.000 TL
3092,Buca,2+1,20.000 TL
3093,Buca,2+1,20.000 TL
3094,Urla,2+1,20.000 TL
3095,Buca,1+1,20.000 TL
3096,Bornova,2+1,20.000 TL
3097,Torbalı,2+1,20.000 TL
3098,Torbalı,2+1,20.000 TL
3099,Bergama,3+1,20.000 TL
3100,Bergama / Köyler,2+1,20.000 TL
3101,Selçuk,3+1,20.000 TL
3102,Torbalı / Ayrancılar,2+1,20.000 TL
3103,Buca,2+1,20.000 TL
3104,Menemen / Seyrek,1+1,20.000 TL
3105,Foça / Bağarası,2+1,20.000 TL
3106,Torbalı,2+1,20.000 TL
3107,Buca,1+1,20.000 TL
3108,Bornova / Atatürk,1+1,20.000 TL
3109,Konak / Kahramanlar,1+1,20.000 TL
3110,Buca,2+1,20.000 TL
3111,Kemalpaşa,3+1,20.000 TL
3112,Kemalpaşa / Armutlu,2+1,20.000 TL
3113,Torbalı,1+1,20.000 TL
3114,Buca,1+1,20.000 TL
3115,Karabağlar / Günaltay,3+1,20.000 TL
3116,Buca,1+1,20.000 TL
3117,Ödemiş,1+1,20.000 TL
3118,Buca,1+1,20.000 TL
3119,Buca,1+1,20.000 TL
3120,Seferihisar,1+1,20.000 TL
3121,Buca / Şirinyer,2+1,20.000 TL
3122,Buca,1+1,20.000 TL
3123,Ödemiş,2+1,20.000 TL
3124,Buca,1+1,20.000 TL
3125,Çiğli / Egekent,1+1,20.000 TL
3126,Çiğli / Balatçık,1+1,20.000 TL
3127,Çiğli / Balatçık,1+1,20.000 TL
3128,Buca,1+1,20.000 TL
3129,Bornova / Naldöken,Stüdyo (1+0),20.000 TL
3130,Konak / Eşrefpaşa,2+1,20.000 TL
3131,Buca,1+1,20.000 TL
3132,Karabağlar / Yeşilyurt,3+1,20.000 TL
3133,Buca,1+1,20.000 TL
3134,Buca,2+1,20.000 TL
3135,Buca,1+1,20.000 TL
3136,Dikili / Çandarlı,1+1,20.000 TL
3137,Ödemiş,3+1,20.000 TL
3138,Balçova,Stüdyo (1+0),20.000 TL
3139,Karşıyaka / Alaybey,Stüdyo (1+0),20.000 TL
3140,Seferihisar,1+1,20.000 TL
3141,Bergama,2+1,20.000 TL
3142,Bergama,2+1,20.000 TL
3143,Buca,1+1,20.000 TL
3144,Buca,2+1,20.000 TL
3145,Bornova / Naldöken,1+1,20.000 TL
3146,Buca,1+1,20.000 TL
3147,Karabağlar / Yeşilyurt,2+1,20.000 TL
3148,Buca,2+1,20.000 TL
3149,Buca,1+1,20.000 TL
3150,Menemen / Asarlık,2+1,20.000 TL
3151,Konak / Küçükyalı,2+1,20.000 TL
3152,Çiğli / Balatçık,2+1,20.000 TL
3153,Buca,1+1,20.000 TL
3154,Buca,1+1,20.000 TL
3155,Seferihisar,1+1,20.000 TL
3156,Çiğli / Egekent,2+1,20.000 TL
3157,Buca,2+1,20.000 TL
3158,Torbalı / Ayrancılar,2+1,20.000 TL
3159,Bergama,3+1,20.000 TL
3160,Bornova / Altındağ,2+1,20.000 TL
3161,Çiğli / Sasalı,1+1,20.000 TL
3162,Bergama,2+1,20.000 TL
3163,Torbalı,3+1,20.000 TL
3164,Bayraklı / Alpaslan,1+1,20.000 TL
3165,Buca,1+1,20.000 TL
3166,Karabağlar / Günaltay,4+1,20.000 TL
3167,Menemen,2+1,20.000 TL
3168,Buca,2+1,20.000 TL
3169,Karşıyaka / İmbatlı,2+1,20.000 TL
3170,Çiğli / Egekent,1+1,20.000 TL
3171,Bayraklı / Soğukkuyu,3+1,20.000 TL
3172,Torbalı,2+1,20.000 TL
3173,Bornova / Altındağ,2+1,20.000 TL
3174,Torbalı,1+1,20.000 TL
3175,Buca / Şirinyer,2+1,20.000 TL
3176,Torbalı,3+1,20.000 TL
3177,Çiğli / Egekent,1+1,20.000 TL
3178,Çiğli / Büyükçiğli,3+1,20.000 TL
3179,Torbalı,2+1,20.000 TL
3180,Karabağlar / Hatay,1+1,20.000 TL
3181,Buca,2+1,20.000 TL
3182,Bayraklı / Soğukkuyu,3+1,20.000 TL
3183,Bergama,2+1,20.000 TL
3184,Çiğli / Sasalı,1+1,20.000 TL
3185,Bornova / Kazımdirik,3+1,20.000 TL
3186,Buca / Şirinyer,1+1,20.000 TL
3187,Buca,1+1,20.000 TL
3188,Çiğli / Egekent,1+1,20.000 TL
3189,Torbalı,2+1,20.000 TL
3190,Buca,1+1,20.000 TL
3191,Buca / Şirinyer,2+1,20.000 TL
3192,Bornova / Atatürk,2+1,20.000 TL
3193,Konak / Eşrefpaşa,3+1,20.000 TL
3194,Konak / Küçükyalı,2+1,20.000 TL
3195,Bornova / Naldöken,1+1,20.000 TL
3196,Çiğli / Balatçık,1+1,20.000 TL
3197,Menemen,2+1,20.000 TL
3198,Kemalpaşa,1+1,20.000 TL
3199,Buca,1+1,20.000 TL
3200,Bornova / Atatürk,2+1,20.000 TL
3201,Ödemiş,1+1,20.000 TL
3202,Bornova / Çamdibi,2+1,20.000 TL
3203,Buca,1+1,20.000 TL
3204,Buca,2+1,20.000 TL
3205,Buca,2+1,20.000 TL
3206,Buca / Şirinyer,2+1,20.000 TL
3207,Urla,1+1,20.000 TL
3208,Urla / Köyler,2+1,20.000 TL
3209,Karabağlar,1+1,20.000 TL
3210,Menemen / Seyrek,1+1,20.000 TL
3211,Bayraklı / Gümüşpala,3+1,20.000 TL
3212,Karşıyaka / Alaybey,1+1,20.000 TL
3213,Tire,3+1,20.000 TL
3214,Tire,1+1,20.000 TL
3215,Seferihisar,1+1,20.000 TL
3216,Buca,1+1,20.000 TL
3217,Bornova / Naldöken,1+1,20.000 TL
3218,Bergama,2+1,20.000 TL
3219,Torbalı,2+1,20.000 TL
3220,Buca,1+1,20.000 TL
3221,Buca,1+1,20.000 TL
3222,Menemen / Seyrek,1+1,20.000 TL
3223,Torbalı,2+1,20.000 TL
3224,Bayraklı,2+1,20.000 TL
3225,Buca,2+1,20.000 TL
3226,Buca,2+1,20.000 TL
3227,Buca,1+1,20.000 TL
3228,Karşıyaka / Nergiz,3+1,20.000 TL
3229,Buca,2+1,20.000 TL
3230,Karabağlar / Yeşilyurt,3+1,20.000 TL
3231,Çiğli / Balatçık,1+1,20.000 TL
3232,Bornova / Naldöken,2+1,20.000 TL
3233,Buca,2+1,20.000 TL
3234,Buca / İşçievleri,1+1,20.000 TL
3235,Karabağlar / Günaltay,2+1,20.000 TL
3236,Buca,1+1,20.000 TL
3237,Menemen / Seyrek,2+1,20.000 TL
3238,Torbalı,1+1,20.000 TL
3239,Karşıyaka,3+1,20.000 TL
3240,Karabağlar,2+1,20.000 TL
3241,Seferihisar,2+1,20.000 TL
3242,Torbalı / Ayrancılar,2+1,20.000 TL
3243,Bornova,2+1,20.000 TL
3244,Menemen / Seyrek,1+1,20.000 TL
3245,Çiğli / Egekent,1+1,20.000 TL
3246,Urla,2+1,20.000 TL
3247,Çiğli / Balatçık,Stüdyo (1+0),20.000 TL
3248,Torbalı,2+1,20.000 TL
3249,Buca / Şirinyer,2+1,20.000 TL
3250,Bornova / Naldöken,2+1,20.000 TL
3251,Çiğli / Büyükçiğli,2+1,20.000 TL
3252,Selçuk,3+1,20.000 TL
3253,Torbalı / Yazıbaşı,3+1,20.000 TL
3254,Karabağlar / Günaltay,1+1,20.000 TL
3255,Menemen / Seyrek,1+1,20.000 TL
3256,Konak / Kahramanlar,2+1,20.000 TL
3257,Çiğli / Balatçık,1+1,20.000 TL
3258,Karabağlar,2+1,20.000 TL
3259,Bergama,3+1,20.000 TL
3260,Buca / İşçievleri,2+1,20.000 TL
3261,Buca,3+1,20.000 TL
3262,Buca,1+1,20.000 TL
3263,Konak,3+1,20.000 TL
3264,Buca,2+1,20.000 TL
3265,Torbalı,3+1,20.000 TL
3266,Buca,1+1,20.000 TL
3267,Buca,2+1,20.000 TL
3268,Bergama,2+1,20.000 TL
3269,Bergama,3+1,20.000 TL
3270,Buca,1+1,20.000 TL
3271,Bayraklı,3+1,20.000 TL
3272,Buca,1+1,20.000 TL
3273,Karabağlar / Hatay,2+1,20.000 TL
3274,Seferihisar / Doğanbey,2+1,20.000 TL
3275,Buca / Şirinyer,2+1,20.000 TL
3276,Bayraklı / Gümüşpala,3+1,20.000 TL
3277,Ödemiş,3+1,20.000 TL
3278,Buca,1+1,20.000 TL
3279,Torbalı,2+1,20.000 TL
3280,Seferihisar,2+1,20.000 TL
3281,Buca,2+1,20.000 TL
3282,Menemen,2+1,20.000 TL
3283,Buca / Şirinyer,2+1,20.000 TL
3284,Buca,1+1,20.000 TL
3285,Bayraklı,3+1,20.000 TL
3286,Menemen / Ulukent,3+1,20.000 TL
3287,Buca,2+0,20.000 TL
3288,Ödemiş,1+1,20.000 TL
3289,Bornova / Atatürk,3+1,20.000 TL
3290,Çiğli / Egekent,2+1,20.000 TL
3291,Çiğli / Balatçık,1+1,20.000 TL
3292,Buca,2+0,20.000 TL
3293,Ödemiş,3+1,20.000 TL
3294,Buca,1+1,20.000 TL
3295,Buca,2+1,20.000 TL
3296,Bayraklı,3+1,20.000 TL
3297,Bornova / Kazımdirik,2+1,20.000 TL
3298,Karabağlar / Yeşilyurt,1+1,20.000 TL
3299,Buca,2+1,20.000 TL
3300,Bayraklı,3+1,20.000 TL
3301,Bayraklı / Manavkuyu,1+1,20.000 TL
3302,Bornova / Atatürk,2+1,20.000 TL
3303,Karabağlar / Günaltay,3+1,20.000 TL
3304,Buca,1+1,20.000 TL
3305,Karabağlar,3+1,20.000 TL
3306,Çeşme / Alaçatı,Stüdyo (1+0),20.000 TL
3307,Karşıyaka / Alaybey,4+1,20.000 TL
3308,Seferihisar,2+1,20.000 TL
3309,Konak / Eşrefpaşa,3+1,20.000 TL
3310,Bornova / Naldöken,2+1,20.000 TL
3311,Torbalı / Yazıbaşı,3+1,20.000 TL
3312,Menemen / Koyundere,2+1,20.000 TL
3313,Çiğli / Balatçık,1+1,20.000 TL
3314,Buca,1+1,20.000 TL
3315,Torbalı / Ayrancılar,2+1,20.000 TL
3316,Bergama,3+1,20.000 TL
3317,Gaziemir / Sarnıç,2+1,20.000 TL
3318,Menemen / Koyundere,2+0,20.000 TL
3319,Torbalı,2+1,20.000 TL
3320,Bornova / Kazımdirik,2+1,20.000 TL
3321,Bornova / Naldöken,2+1,20.000 TL
3322,Karabağlar,2+1,20.000 TL
3323,Menemen / Seyrek,1+1,20.000 TL
3324,Bornova / Naldöken,Stüdyo (1+0),20.000 TL
3325,Bornova / Atatürk,3+1,20.000 TL
3326,Bayraklı / Alpaslan,2+1,20.000 TL
3327,Torbalı / Çaybaşı,3+1,20.000 TL
3328,Buca,1+1,20.000 TL
3329,Menemen / Seyrek,1+1,20.000 TL
3330,Ödemiş,4+1,20.000 TL
3331,Buca,2+1,20.000 TL
3332,Buca,1+1,20.000 TL
3333,Menemen / Seyrek,1+1,20.000 TL
3334,Buca,1+1,20.000 TL
3335,Torbalı / Ayrancılar,3+1,20.000 TL
3336,Bergama,1+1,20.000 TL
3337,Bornova / Atatürk,1+1,20.000 TL
3338,Aliağa,1+1,20.000 TL
3339,Buca / İşçievleri,2+1,20.000 TL
3340,Buca / Şirinyer,2+1,20.000 TL
3341,Konak / Gürçeşme,2+1,20.000 TL
3342,Menemen,1+1,20.000 TL
3343,Ödemiş,3+1,20.000 TL
3344,Gaziemir / Sarnıç,2+1,20.000 TL
3345,Bayraklı / Gümüşpala,2+1,20.000 TL
3346,Buca,1+1,20.000 TL
3347,Kemalpaşa / Ulucak,2+1,20.000 TL
3348,Bayraklı,2+1,20.000 TL
3349,Urla,2+1,20.000 TL
3350,Bayraklı,2+1,20.000 TL
3351,Bergama,2+1,20.000 TL
3352,Karabağlar / Yeşilyurt,3+1,20.000 TL
3353,Buca,1+1,20.000 TL
3354,Bornova / Çamdibi,2+1,20.000 TL
3355,Karabağlar / Fahrettinaltay,3+1,20.000 TL
3356,Buca,1+1,20.000 TL
3357,Bornova / Altındağ,2+1,20.000 TL
3358,Torbalı,3+1,20.000 TL
3359,Buca,2+1,20.000 TL
3360,Torbalı,3+1,20.000 TL
3361,Buca,2+1,20.000 TL
3362,Buca,2+1,20.000 TL
3363,Menemen,1+1,20.000 TL
3364,Menemen / Ulukent,2+1,20.000 TL
3365,Torbalı / Ayrancılar,2+1,20.000 TL
3366,Torbalı / Ayrancılar,2+1,20.000 TL
3367,Buca / Şirinyer,2+1,20.000 TL
3368,Torbalı,3+1,20.000 TL
3369,Buca,1+1,20.000 TL
3370,Gaziemir,2+1,20.000 TL
3371,Konak / Küçükyalı,2+1,20.000 TL
3372,Gaziemir,3+1,20.000 TL
3373,Tire,3+1,20.000 TL
3374,Torbalı,2+1,20.000 TL
3375,Torbalı,3+1,20.000 TL
3376,Menemen / Ulukent,1+1,20.000 TL
3377,Seferihisar,2+1,20.000 TL
3378,Buca,1+1,20.000 TL
3379,Bornova / Atatürk,3+1,20.000 TL
3380,Konak / Yenişehir,1+1,20.000 TL
3381,Buca,2+1,20.000 TL
3382,Karabağlar / Yeşilyurt,1+1,20.000 TL
3383,Karabağlar / Yeşilyurt,2+1,20.000 TL
3384,Karabağlar / Günaltay,2+1,20.000 TL
3385,Kiraz,3+1,20.000 TL
3386,Buca,1+1,20.000 TL
3387,Buca,1+1,20.000 TL
3388,Seferihisar,2+1,20.000 TL
3389,Ödemiş,3+1,20.000 TL
3390,Konak / Eşrefpaşa,1+1,20.000 TL
3391,Karabağlar / Yeşilyurt,2+1,20.000 TL
3392,Bornova / Atatürk,2+1,20.000 TL
3393,Bornova / Kazımdirik,3+1,20.000 TL
3394,Karaburun / Mordoğan,2+1,20.000 TL
3395,Seferihisar,1+1,20.000 TL
3396,Karabağlar / Kibar,3+1,20.000 TL
3397,Buca,1+1,20.000 TL
3398,Karaburun,2.5+1,20.000 TL
3399,Karabağlar,3+1,20.000 TL
3400,Ödemiş,2+1,20.000 TL
3401,Menemen / Koyundere,3+1,20.000 TL
3402,Buca / İşçievleri,3+1,20.000 TL
3403,Menemen,2+1,20.000 TL
3404,Bergama,2+1,20.000 TL
3405,Seferihisar,2+1,20.000 TL
3406,Buca / Şirinyer,2+1,20.000 TL
3407,Bornova / Naldöken,Stüdyo (1+0),20.000 TL
3408,Buca,2+1,20.000 TL
3409,Buca,1+1,20.000 TL
3410,Buca,1+1,20.000 TL
3411,Çiğli / Balatçık,1+1,20.000 TL
3412,Çiğli / Balatçık,1+1,20.000 TL
3413,Bergama,2+1,20.000 TL
3414,Buca,2+1,20.000 TL
3415,Karabağlar / Yeşilyurt,1+1,20.000 TL
3416,Buca / İşçievleri,2+1,20.000 TL
3417,Buca,3+1,20.000 TL
3418,Buca,2+1,20.000 TL
3419,Karşıyaka / Alaybey,2+1,20.000 TL
3420,Buca,3+1,20.000 TL
3421,Bergama,2+1,20.000 TL
3422,Aliağa,1+1,20.000 TL
3423,Bornova / Naldöken,2+1,20.000 TL
3424,Karabağlar / Hatay,2+1,20.000 TL
3425,Karabağlar / Kibar,2+1,20.000 TL
3426,Buca,1+1,20.000 TL
3427,Tire,1+1,20.000 TL
3428,Bayraklı,4+1,20.000 TL
3429,Ödemiş,2.5+1,20.000 TL
3430,Çiğli / Egekent,1+1,20.000 TL
3431,Buca,1+1,20.000 TL
3432,Karabağlar / Hatay,2+1,20.000 TL
3433,Karabağlar / Yeşilyurt,3+1,20.000 TL
3434,Tire,3+1,20.000 TL
3435,Buca,1+1,20.000 TL
3436,Buca,2+1,20.000 TL
3437,Buca / Şirinyer,3+1,20.000 TL
3438,Karabağlar / Günaltay,3+1,20.000 TL
3439,Menemen / Seyrek,2+1,20.000 TL
3440,Ödemiş,3+1,20.000 TL
3441,Bornova / Naldöken,3+1,20.000 TL
3442,Buca / Şirinyer,3+1,20.000 TL
3443,Ödemiş,3+1,20.000 TL
3444,Menemen / Seyrek,2+1,20.000 TL
